definition_key,defining_subtopic,slug,sha256,links
930-10 ValueBeyondProvenandProbableReserves_VBPP_,930-10,value-beyond-proven-and-probable-reserves,69b80b00863a7bb313c926ea3522862916cfa19de844bb33606237735a0ed6bc,2
932-10 DevelopmentWell,932-10,development-well,bd08c36b2571c1bd6672ed739c6965413138a0af866c71b781acc1b1b2f2908b,2
932-10 Exploration,932-10,exploration,b8c3c76bccd83116e6cbaa0a300c82530b9beb559422911daa5e10e7f24bb7f0,9
932-10 ExploratoryWell,932-10,exploratory-well,88f18642e66b85758848be407fd9474a054fafe31749360136f196015c1ff75a,12
932-10 Field,932-10,field,755db0d996c4dd1f0d2adedd34a688e227b1e7d5b59532eb799a0a855e8b0f77,2
932-10 MineralInterests,932-10,mineral-interests,48ff49cb31133078bfc63077214d28b4e97f18968fa5ef39ffa0e9dc437a8427,3
932-10 Production,932-10,production,76aeb797b0c788778ca8db73ef50452590b63f4d6bd91dc77c3f310f22b116d1,18
932-10 Properties,932-10,properties,6ad6bd13a1e71754fff7b4616c761f4fba8ed917de456928f03f699efc44f35e,15
932-10 ProvedDevelopedOilandGasReserves,932-10,proved-developed-oil-and-gas-reserves,9ed75492970334b12d09eddd4a151ffd741f33776c387c3cc20e7fffb987986a,2
932-10 ProvedOilandGasReserves,932-10,proved-oil-and-gas-reserves,6955897090276e500dda61f7966994f400738f27d735fd58e159166f919e63fb,7
932-10 ProvedProperties,932-10,proved-properties,aadbb08a79c42b00a62f3b6838c3e9b05ae252defd8b72d1f46b665839e26dd6,3
932-10 ProvedUndevelopedOilandGasReserves,932-10,proved-undeveloped-oil-and-gas-reserves,d6d1e62ddeca43fe2377b6b84c9bf686c5f48729058fe184e0252960a8648bbc,2
932-10 PubliclyTradedEntity,932-10,publicly-traded-company,0ae767c0a7eda1133b4458babd04a0ed7f96593655969f7aea57ac13bf0d4eb5,1
932-10 Reservoir,932-10,reservoir,522e56c7b2eb82d58ff952ab8111368936fff4a3112b5618c1feeb5ea47b8016,1
932-10 ServiceWell,932-10,service-well,e5d5ecd755fcab615901408781e4572ec348340a09ed75e48300f60bfbed2cc3,1
932-10 SignificantActivities,932-10,significant-oil-and-gas-producing-activities,a151a19a6338039d403a39d7a41a655b43a5e25dbd3231d10e1dd33b471814d0,2
932-10 StratigraphicTestWell,932-10,stratigraphic-test-well,84823586817509ddb87abe8106d387e8375c536f2e80b0f5758c9e9137fad916,7
932-10 Supportequipmentandfacilities,932-10,support-equipment-and-facilities,ff30395cd6cbe0b184567b28b7a8475980a2174be3cb4ed86dc658352b9fb321,4
932-10 UncompletedWells_Equipment_andFacilities,932-10,uncompleted-wells-equipment-and-facilities,70c9e2c2cff830244b2d625fa2dab8bf218c17c1c65022c7eeb86c5c1f3f9083,3
932-10 UnprovedProperties,932-10,unproved-properties,ef2899ce3d71068cf6d24e23c4ca5dd0a5419f4ed43033d1e466d7f6318b7896,5
932-10 WellsandRelatedEquipmentandFacilities,932-10,wells-and-related-equipment-and-facilities,816e42142ba89849536720f2034808000920f88fb3a5a27bc0b7f2411aa38464,4
940-20 BoxSpread,940-20,box-spread,3920267ef8ea7829c3e85c6b85492ffbf711212b797dc2b994f1e585c67cee32,1
940-20 Fail-to-deliver,940-20,fail-to-deliver,0f87ab74530a13620da9127cb95cc267960e2518a60ff568b386c6d6c144afd2,3
940-20 Fail-to-receive,940-20,fail-to-receive,a311b7678e3dcf0361cf77c3b5de8f67d688559d56c323737c2a1729c72f1fc8,4
940-20 FloorBroker,940-20,floor-broker,f1cb4ad973f00d2ad6aff43fc4663a5e999f4f1c7d9b7b5e888f72b568d11893,1
940-20 ProprietaryTransactions,940-20,proprietary-transactions,b672e0700f90819a508ecc5a12191018de15bb3dcaa67bc60252cbff9493316d,1
940-20 Regular-wayTrades,940-20,regular-way-trades,c28305534cc09773d6030dd1a590e1edfa5a070d1cb2dea2daee506e04d38ed7,4
940-20 Soft-dollararrangements,940-20,soft-dollar-arrangements,3d52e8ade2befb8f6030aac70509e0b9ec7705352e49dd2df7c04b973f321648,1
942-310 Debt-EquitySwap,942-310,debt-equity-swap,5283f312f765c3d5a941845dccdf7ceb91c56f73260e2eecc2bec01833486591,4
942-810 LiquidatingBank,942-810,liquidating-bank,93dff72d940ffcbf202cd2a9f119ae16bb3e88e5357c568dc01a081dbbdc0c35,1
944-20 AnnualPolicyholderDividends,944-20,annual-policyholder-dividends,46095357994abae07e861d08ff230e57267a1210624b398971f78acb29e39013,4
944-20 AnnuityContract,944-20,annuity-contract,29a573666d928d51a2b6a89e667bf7572978fe3a057c1068a51a1c873d25784f,3
944-20 BenefitPeriod,944-20,benefit-period,89f85ccdca27bbcf1139cf647c079462f31df4663298403de56a4f553a1a9413,1
944-20 CedingEntity,944-20,ceding-entity,01b8d91c4e38f514247367bfcaa560e661b28f710a95345a94f5af046dd20b00,15
944-20 ContractPeriod,944-20,contract-period,c111bb3dc81b649d84009eb75fd6e7d10fb152dcf23f74e6ff3726e7a791418c,8
944-20 ContractRate,944-20,contract-rate,21e6ca0c8907f16dd5f70c5ff47404db6dcf850bd1832117d822ff9b7bb3e219,2
944-20 CostofInsurance,944-20,cost-of-insurance,5a5367e425a236b90b70999797ca48ef2712dc79949e4c293d76c6d2a570d745,2
944-20 CoveragePeriod,944-20,coverage-period,c87aa608dd5a418a1ec035c8e700486b4682e93b0979d49b7b69682004989276,1
944-20 Day-OneBonus,944-20,day-one-bonus,db8960fe473a4c6016fd7c8e37fa28dd1d0ae40f591842219415b0d8786dd844,1
944-20 DividendFundInterestRate,944-20,dividend-fund-interest-rate,d6ea482aa8f7d04bdd14e402d7bf9c2f7b050fb983bdc40f37570bb0d39959a8,1
944-20 EarningsProtectionBenefit,944-20,earnings-protection-benefit,4e7447ce80fe9c4e430f817bb3e6faefdec910beea4ed794b209a372e09fd871,1
944-20 EndowmentContract,944-20,endowment-contract,0ab23a2d507e84bfec5657e7273f3d895d5a58b10089ee5b73dd475f40521719,1
944-20 Enhanced-Crediting-RateBonus,944-20,enhanced-crediting-rate-bonus,dd5ad3f822e7f2bb25aba34fc2fa720e921539ff39555ffd302d3203e6f40b52,5
944-20 Front-EndFees,944-20,front-end-fees,d05f46c68322d881d6bd7eefbf75ef58dd5c3b900e0b9fe466fe7fff2656cee7,3
944-20 FrontingArrangements,944-20,fronting-arrangements,fe243ceecad3102735246d5c90aa786e15cea9cbbb2ded28798d2b19e3b3ba95,1
944-20 GroupParticipatingPensionContracts,944-20,group-participating-pension-contracts,6fcd3c14ff410c5b431128be2aebe96b322721ab4a7c76183d3d3ce6429c5675,2
944-20 GuaranteedInterestRate,944-20,guaranteed-interest-rate,8e32d5faee6a60f5ff296e40eb0e32072e94fa196bef35c8b5a12b35a303c8f4,1
944-20 GuaranteedMinimumAccumulationBenefit,944-20,guaranteed-minimum-accumulation-benefit,e85d01bb7d0fc74f066375c4999793c0b397da224f92e44c0b2403da0f261c21,4
944-20 GuaranteedMinimumIncomeBenefit,944-20,guaranteed-minimum-income-benefit,a0fd1f1a37b233bd9c77f224c88ddb0d45522a8b2308905bc234bedf6c690500,8
944-20 ImmediateBonus,944-20,immediate-bonus,4dddef1007643367ae4eb467673a313ac986c6f3319f528c5cf61c39e8da8c83,2
944-20 InitiationorFront-EndFees,944-20,initiation-or-front-end-fees,c8720577472aea29149656c1e204731f51983bdc52a5dd64cd7d2bec41366cd3,1
944-20 InvestmentContracts,944-20,investment-contracts,4e102b2af51d57b4ccd790de109ae8c5abd84e775fb7f315038ddb12231b2f43,15
944-20 InvestmentYield,944-20,investment-yield,38c5c743dbd56cdbd9f8628f70b0af19ac5e8079db5628ef3515b2fc8aec879a,1
944-20 LiabilityforFuturePolicyBenefits,944-20,liability-for-future-policy-benefits,d8fd5a3e938bab227f8042405e60f6e47cfceb6e762de629733901ae783d1aa0,14
944-20 LiabilityforUnpaidClaims,944-20,liability-for-unpaid-claims,e9f303b99c132aa46414c2f9d59d49f797728ac0a37684ba2b321cd3aa9b0508,7
944-20 Life-ContingentPayments,944-20,life-contingent-payments,9fbd0c22084f362e904d912f9e711a36700e19603ec548529eddf3a3d20f117a,2
944-20 Limited-PaymentContracts,944-20,limited-payment-contracts,f31e1b55047a840249702808d20ed0d8714e2dd0dfdb1aa05210c70b29622812,3
944-20 Long-TermCareBenefit,944-20,long-term-care-benefit,9164dec72545fd1844ed8546382d79cbd0ad63278d703223640806a8927b06c3,1
944-20 MarketValueAnnuity,944-20,market-value-annuity,07c246df25c450f545ef2517c6578ea4e8c9ffc3aaa9bfc113d97382e71eb78f,3
944-20 MortalityRisk,944-20,mortality-risk,fdea1b9d3c5ef90ed0e8cabdd85c1fec632652b72349a7c63347734f85c00966,6
944-20 NetLevelPremiumReserve,944-20,net-level-premium-reserve,6ee4a04c0ec888326c7a01c06f7d454917083a1ee30c6bd4c96666dcc8f2d624,2
944-20 PersistencyBonus,944-20,persistency-bonus,dc378e8eb27b5042fee44a0b426e98cc0ee19cde892b263cd33b1d99543186ab,3
944-20 PrepaidReinsurancePremiums,944-20,prepaid-reinsurance-premiums,5cb4f78582e8241c841e3ca5a7db96dd1fd6851c0934fb5860e2247046c22b08,5
944-20 PropertyandLiabilityInsuranceEntity,944-20,property-and-liability-insurance-entity,72265c051d0f3f716ff17b12207c37f97817249cbe70232650c469418e70525f,1
944-20 ProspectiveReinsurance,944-20,prospective-reinsurance,4b6a035b39d977bd3c279d6ef565dd8fcfb5ed4c5e53a76520c3d3f26c2317a2,2
944-20 Reinsurer,944-20,reinsurer,189e2bc79787ca7810dbd38f341bf8ad0ff666a23067cb7a176a29b03783c104,16
944-20 RetroactiveReinsurance,944-20,retroactive-reinsurance,af1ffb6b875fbab524cd7f5b23835b69cd5e86d7cf5195a471244a53627fe36f,6
944-20 Retrocession,944-20,retrocession,c3b217899555d1c39b552d3e41cb2728b181733b0431730e8ea1a5b0b1186416,1
944-20 SettlementPeriod,944-20,settlement-period,32aaa4c90cc5468f1c7978013caccde18aeb63a6c9472adce566db43ea8e3d7b,2
944-20 SurrenderCharges,944-20,surrender-charges,471e82b18d5efdbbe3f3822510287930b37174a8d0d8677e26e938ff913588c3,7
944-20 TerminalDividends,944-20,terminal-dividends,e2920af22c690ffa49ffa3bb7f4db946a7b9485f564ad95501a72f1c2efc5bcd,3
944-20 TraditionalVariableAnnuity,944-20,traditional-variable-annuity,084acaa4fd2859ce04cde56dd02dedd559d621c202b859d154eb29ca8f990eb2,2
944-20 Two-TierAnnuity,944-20,two-tier-annuity,b497884f45e944ce53c742267aeae970ce2c4cd7d60732bede778c8a8348d17e,2
944-20 VariableAnnuityContract,944-20,variable-annuity-contract,06274d972a0bef4eeec31a0c1fb29fc75c1799c0b7743b79effe9e6e6f73e80d,3
944-20 Whole-LifeContract,944-20,whole-life-contract,7fa2e666ae8c2ba9f78c5f3580c1399349ddcb0935fc5d54014e1dc21f7dc92e,2
944-30 BaseContract,944-30,base-contract,578b7d684559035f104f99341de21a12d7adb46e73614cd32bd61f44d80ec076,1
944-30 ContractExchange,944-30,contract-exchange,44589e73fc90d63fb40198932dd5f2d8db9ff80c3c9e2b2d3a68f916714cee3b,2
944-30 Coverage,944-30,coverage,b67c0fd3578768eb918878681ac470e19b2dd1559495ec2d44f68f8f7d96e0a4,13
944-30 ExistingContract,944-30,existing-contract,09f9e44d80c796a1337feac10e9895d28fb8c28b521ab3a80f210613c90c6013,2
944-30 IntegratedContractFeature,944-30,integrated-contract-feature,20edefe0feabd1f06d0afba4d515cade197d1638668dccde5b8b326c7176b0eb,1
944-30 InternalReplacement,944-30,internal-replacement,eb4cec326b59bcbfca14fc3620b83496b671863dab8b405370cb3f175678a1c2,7
944-30 NonintegratedContractFeature,944-30,nonintegrated-contract-feature,d03f64b757adaeed832a872fad76ba4c79f06362ffab4a2b1cc42524910e6496,1
944-30 OriginalContract,944-30,original-contract,ceb69be48374207fd87a72427c87b4244d9179f94831e74221f8a93821089b77,4
944-30 RatchetDeathBenefit,944-30,ratchet-death-benefit,a6de253f4aad66e67ce28d00374daff883487ba6816465f3af80bccfe50d44e8,1
944-30 ReplacedContract,944-30,replaced-contract,bc6f6bd5292dd0f18cdd5be980bc45335deae5e940971d9a296ebbe7a984ce12,4
944-30 ReplacementContract,944-30,replacement-contract,2bd66ba275f6dfe6b87c09a40301ae2756a0fc375d4681d48c0da1c766a98e32,4
944-30 ReturnofPremiumDeathBenefit,944-30,return-of-premium-death-benefit,510ec2ae32f4ad010ef1aa36047fb40218ba2d21a990c57c698d845621070133,1
944-30 Reunderwriting,944-30,reunderwriting,378afe8d8e96324407be11c0d4c53cd7e69d2eba9d7ff285b502b71b8fd95922,1
944-30 Roll-UpDeathBenefit,944-30,roll-up-death-benefit,7dcd036733e28d56802c2daa2c041feeeaf2d154ef8ecd1464cd8afd518735ae,1
944-30 SalesInducements,944-30,sales-inducements,3bea6081e6972715b298486b46c83e08264c110e35e088d98d20053d62b1ae1d,10
944-40 AccumulationPhase,944-40,accumulation-phase,76fda2d6c0dae9e7fa70f197dc37e274c0bfadd06019b6aee6644628c0bdcf29,6
944-40 GeneralAccount,944-40,general-account,4b035398979afc3fcc56141cdf3ab113cccd90494cdefb20e85c78fde2b973ca,10
944-40 GuaranteedInvestmentOption,944-40,guaranteed-investment-option,4214de0fc11874b06ea8135254b9bc04b539c3e6127db8e5a807681eebbec486,1
944-40 MinimumGuaranteedDeathBenefit,944-40,minimum-guaranteed-death-benefit,c0b09b5de99898a19057efe86130631da5b8f7918e8db098dc619c5d74ddc7d8,3
944-40 Pay-OutPhase,944-40,payout-phase,69488009c2778dc6a64d28238aa79f1b2d8103960b3d48b7704db57dc9d826f1,7
944-40 ResetDate,944-40,reset-date,30a92061e0c0794ef44dbe1a9b5fbb9530ab01aa77029b2602917a61a797ab99,1
944-40 RiskofAntiselection,944-40,risk-of-antiselection,027fcbba714bdda29a6a64e9f93ca43f2bb0c68e07a11b6d09ec061964d15e51,1
944-40 SeedMoney,944-40,seed-money,4551589906f889a1accb84c65490d43d4f3d1529600443492c8c47dd68c29269,2
944-40 Wrap,944-40,wrap,00175f5c7caf3cae334da5e53f1aa2cebb20db5f3a821b2aaec7f57b0d9df77d,1
944-470 SurplusNotes,944-470,surplus-notes,e031b811061b1917c9663efd0af3f929da0177aa89a72fe9ed32c322f2b33bc6,4
944-605 BinderDate,944-605,binder-date,017b0fbd2e79bd2b6fa6638884ec5ebc4e16e25e02e61347df0a85b506300ade,1
944-605 OpenYearMethod,944-605,open-year-method,0d441e5e91c9f08c7bff9857089a216691b35d86072403a92948c0a32e0fe951,3
944-80 AcquisitionCosts,944-80,acquisition-costs,48ba2ede050a4fa7ec3c41d22a35c404a6c8416ac4df7964fb2a4a12efab4445,45
944-80 AssessmentEntities,944-80,assessment-entities,7824b16dabd5ecfa1cf2a4479f6ee53b5dcd339006de72ae742d0d105cebc9c6,2
944-80 Claim,944-80,claim,85bb26d5f7d5f72e94dedeb297beeec9d750871a7f345c3811c8f15df13df02a,20
944-80 ClaimAdjustmentExpenses,944-80,claim-adjustment-expenses,0dfa354e34de6bb2fc5b9a99736db9c7bea8b85eafffbdedc685ec182f495a22,14
944-80 CostRecoveryMethod,944-80,cost-recovery-method,01faba2b8984bea61caf9e25f4d7e257beca82ea747ff96a5047a8f7d9de9e6e,1
944-80 CreditLifeInsurance,944-80,credit-life-insurance,6fa12f69c211e33e5d32508fc2f5b5eda83825281fe9c29014723c735936ec30,1
944-80 DepositMethod,944-80,deposit-method,7041e522a666e3dc767e623ea2c43f315c0d97c2c8c71741d2e084c8611dd82f,2
944-80 DividendtoPolicyholders,944-80,dividend-to-policyholders,613df75e9dd2375fb764387fcfa0a9bf5c3c039aea8ea5c54f455834cbbb5ac7,7
944-80 FraternalBenefitSociety,944-80,fraternal-benefit-society,3ae6058147674d94eb206e722077a86965206bfac11ae3a0e9628487c8f9ddbf,1
944-80 GrossPremium,944-80,gross-premium,79f9c01e135d3161feb65bc0dbe71f131e6ede225627221821aade73ec71a9aa,6
944-80 GroupInsurance,944-80,group-insurance,089a2dd08952a9295801a1a17d95086d54be579fc026e25b40615aebbc421687,1
944-80 Incurred-But-Not-ReportedClaims,944-80,incurred-but-not-reported-claims,c10e7833404e5b48205fa11e2ad634cbc38f34782a177befad721182f4d22f2e,1
944-80 InterinsuranceExchange,944-80,interinsurance-exchange,ecc17d7fa0c70a72fcb28bcbea1012255daa2e5822da4b19c9e5ec155d53112a,1
944-80 LiabilityforClaimAdjustmentExpenses,944-80,liability-for-claim-adjustment-expenses,df07a82a934be098b0002c5d2f79676433ec3bed62ee770616a8bbe904ed188c,1
944-80 LifeInsuranceEntity,944-80,life-insurance-entity,7892bc701e14b46964e183ad42c20e7a64a4a0c5e2f49c6ee95643c3a9ab5545,5
944-80 MaintenanceCosts,944-80,maintenance-costs,db89219fd3ba14c53473e1df6ad877fce63fed3bcfb3501c6be28b893c20084c,6
944-80 Morbidity,944-80,morbidity,e0930fab2eba0da5fe4f9e3e4f55bdd1fddb0e31ec7a76fc301fa56ff60ccaf2,11
944-80 MortgageGuarantyInsuranceEntity,944-80,mortgage-guaranty-insurance-entity,166921058cc12dde42b132517a44007a3315a9d210ad344dafeb163cd60b919b,5
944-80 NetPremiums,944-80,net-premiums,ff0fc2df3cd06007a3449bbe86a6869a0829450ca165a9e502683285e00798e7,9
944-80 NonforfeitureBenefits,944-80,nonforfeiture-benefits,3178c5e6be659e7f03d2f04aad85e5cbaea1d427aef628691d5320d7bd3c6e31,1
944-80 ParticipatingInsurance,944-80,participating-insurance,e5cd2c33483776365ffe96130ef040f1138d43bae45b4edb6308d18cfad85e48,9
944-80 Persistency,944-80,persistency,68628e4158a8ca68b783a4112bc607bb86ae4bd66aa4e933383c57e35d85fb5d,5
944-80 ReciprocalExchange,944-80,reciprocal-exchange,894263fe0c8bc43500fb172da69f0a26d49f345f9f8b664fb0f5dac92fe721f5,1
944-80 Reinsurance,944-80,reinsurance,130077b20269fa7c458e830c2a090240ebb31085d74ff67d491f2983972d786b,89
944-80 RiskofAdverseDeviation,944-80,risk-of-adverse-deviation,356c8e924d57b75d4b772adf957c2e79b53f13298243c9ec967aa26477d3a291,2
944-80 Salvage,944-80,salvage,f5c1f3d5d04a958677913822b8900bf5e14e183733747facdb54ee8f703b6655,2
944-80 SeparateAccount,944-80,separate-account,45a69bd7ff523ab1043ae11bd68064b0656b863e7e1dc50d500508dda6248883,15
944-80 SeparateAccountArrangement,944-80,separate-account-arrangement,2655bffddfa3e10315841db4b208a47dd2cd16b8d0d7fba703fbce9351bc14dd,5
944-80 StatutoryAccountingPractices,944-80,statutory-accounting-practices,2a03e7fdc975dc91449dd7ba85f354e157f9df3721c145a026bf6390faa94603,2
944-80 Subrogation,944-80,subrogation,e6a64af2969f9d69917cae3c7b9933a241d2d7aac34b119725606adf9ff01634,2
944-80 TermLifeInsurance,944-80,term-life-insurance,cfef22426e565e9f2f8f65952b4df1b52f0840fc97d535f6eae9643e719fb1c9,2
944-80 Termination,944-80,termination,f56fae7a6ad085bc28815a07d0ee76deb0a9ee4205517504e546b7a8c1984ba1,15
944-80 TerminationRate,944-80,termination-rate,662ad22efa2f252603710f8bf11e37858bf595eedc0b6b0cb2efafe655b2244a,1
944-80 TitleInsuranceEntity,944-80,title-insurance-entity,473a22bab2f4625153ffd37d78a98d197d9eb30880b8154fa82750f6f6f3438e,1
944-805 ActuarialCalculation,944-805,actuarial-calculation,4367cfe00570850ef5e2e8d0f3158191dea6c2da57765b51e68a3c0c4cf0ebf8,2
944-805 ActuarialCalculationDate,944-805,actuarial-calculation-date,f43d89ff3f45955899e21a0d3cd87c3f14e920d531cda3e4010c0221ee55f19a,3
944-805 CarryingAmount,944-805,carrying-amount,abbfc2d0f4af1c9e2d3b16169352f5615061f455564fd1b53a02286378751569,6
944-805 ClosedBlock,944-805,closed-block,dc43bc1300da8a8bdfed839c1f7977b98db1d6fdcc30cb77e86c4f7a7c0747c4,9
944-805 DateofDemutualization,944-805,date-of-demutualization,090306f7abf1a1b2cb00ed02f9bb88eacfb7470d5dca8a7ec73b2aaab3070c8f,5
944-805 Demutualization,944-805,demutualization,9f75c3b643555dbb89d69c846abf87e8fc7329f9d6172cc3a3cf1dda8386f31f,6
944-805 Distribution-FormDemutualization,944-805,distribution-form-demutualization,9f44fee484543723fdfea67e49440f36d72f675f507cd3113d28229d4ee249e0,1
944-805 DividendScales,944-805,dividend-scales,4483b5d9ea682de0a4b02861cf08b920b43ab30cd67a9913d00a657668242b55,2
944-805 InForce,944-805,in-force,2b2465f827634c9bf2299c75909237219bd286aa5f2aef68e417231922c6f3f8,21
944-805 LapseRate,944-805,lapse-rate,fcc9b889cbe47cfe5d13426e2acb462eb469f032feae07c69760dc1ea7cc1210,1
944-805 Mortality,944-805,mortality,b5c1295990fb378aba8fdb7075143003e9027f2ef8a9c1be9c77087081f6371b,12
944-805 NetClosedBlockLiability,944-805,net-closed-block-liability,a468aec8a06870cbe8d5f9d31e628a743ff998163078d77a7f0404cc8cc5aed1,4
944-805 NonparticipatingInsuranceContract,944-805,nonparticipating-insurance-contract,7204c0af89022d0c1fd4006c8a9d0fb46ce932b0b6137d526c3d97755e13f5db,1
944-805 PlanofDemutualization,944-805,plan-of-demutualization,6422bd7a0a07f243d45dc33a28c2f8938d1a7d826127d721840bf2f56538c6e8,1
944-805 PolicyCredits,944-805,policy-credits,248e5353022c6320a75f1755c7fa4187e6185f4899eddf0a665032b23c6bae01,2
944-805 Subscription-FormDemutualization,944-805,subscription-form-demutualization,e94a8f0a072a18e258fd70ce25c762efa771c7696dc56b8fda1e4546a154a3a7,1
946-20 12b-1,946-20,12b-1,d5eb39d4fdf4c57b4d111429bc01b077092b6252f6c18e33669332c10ea240c3,15
946-20 Board-contingentPlan,946-20,board-contingent-plan,e2f0212ac385e215a6dc3579db9218caf03c2b3eefa94c3a942a2bf3ca10c450,3
946-20 CompensationPlan,946-20,compensation-plan,e805520b42bfc97251e2f4a1ffb34df0df9e1a60ef760179c0282707b9ce0f9b,1
946-20 Contingent-deferredSalesLoad,946-20,contingent-deferred-sales-load,6eec1fd638dcdf3711413894b2150e874a1cc0ccd4b227a0b8ec50c00855ebe7,9
946-20 CurrentShareholders,946-20,current-shareholders,eb66aeedd7bc7dfdc783c7cbc7c161010ce936eb2b0fb9ad5c4623616b44d03e,3
946-20 DistributionCosts,946-20,distribution-costs,fd5903cc8a7d44294058be6d09b7c03fed10b7c477517efa9fb578a586a32531,3
946-20 Distributor,946-20,distributor,a05e13b4a0cf9f26ba3b5920ad4c2822f9a65d17938033b207f547fb7c47a1f7,3
946-20 Enhanced12b-1Plan,946-20,enhanced-12b-1-plan,90c4bb11f68f34bc902f7bfb6fa8b53ef43d5040b37c812d888b6da7d9b6cdbb,3
946-20 ExcessCosts,946-20,excess-costs,efff75a0ec6100db7ff644e5cd8f87de04ebc8b340d2fe2d14195028b1a3d584,3
946-20 Persistency,946-20,persistency,b40d4b8155925661b0853ca4b3e5e99d6e4bd7f72b7f0557260db299295d00be,1
946-20 ReimbursementPlan,946-20,reimbursement-plan,9e2081a5d16c17f65bc2f8a6a560d766df8c7b5c686ddfc73f5827598852d367,2
946-20 Traditional12b-1Plan,946-20,traditional-12b-1-plan,78afdff1fac7bbaf064c453140b7a2ca6be7616beb75efc689db9b2cd57cf3b4,1
946-205 NonmanagingInvestors,946-205,nonmanaging-investors,d9494c52f108f3cf9913cf9c700ae86a437dbab288170509cd3bd674ebffb801,1
946-205 NonregisteredInvestmentPartnerships--FinancialHighlights,946-205,nonregistered-investment-partnerships%E2%80%94financial-highlights,8111274ac04b9fe9f341ab0028a50b9738e7cb9f287e0ef8b461da4cf393224e,1
946-205 TheoreticalInvestment,946-205,theoretical-investment,d9494c52f108f3cf9913cf9c700ae86a437dbab288170509cd3bd674ebffb801,1
946-205 Unitized,946-205,unitized,d9494c52f108f3cf9913cf9c700ae86a437dbab288170509cd3bd674ebffb801,2
946-320 BabyBonds,946-320,baby-bonds,ab830eb1fab7e6ad12ae4cd43ccafc5974c0ce13ddd60e5ff75b8eac17047c2b,1
946-320 CapitalInfusions,946-320,capital-infusions,ec6d352dbd6ba281477021fd2819236f225d276321297d03165fac9de7685786,2
946-320 High-yieldDebtSecurities,946-320,high-yield-debt-securities,beb9216d23935208f2e2b31c5690cc0e0b532925ffaf073f2ed8835cfe0ceb5d,2
946-320 JunkBonds,946-320,junk-bonds,26273f7e0f92e477f964b18e8378555d4eb922e4bf573265d0c99bc4cff3382d,1
946-320 Payment-in-kindBonds,946-320,payment-in-kind-bonds,e15fe801716e1603bca55bbbe6a77db404c17d2c5f3de030017e0ddd56ce35d2,3
946-320 ReturnofCapital,946-320,return-of-capital,cae549c01a331594f4eec8c0b689a4c3c858d9aa3fd1ba12e243e08f38e89e38,5
946-320 StepBonds,946-320,step-bonds,52e7e984d2431af29de8ede5ffd202b8b6c2d6e218b2bb0398d4f2ea01f35189,2
946-320 WorkoutExpenditures,946-320,workout-expenditures,52f6e90fbb934ce018020e4630adfb3d23b31d0876d447a9d8709a67f36c4776,1
946-505 Actual-Income-AvailableMethod,946-505,actual-income-available-method,d19fbcf45da1a750371cf686adaf44afdeb3e2e3bda35dcf28043d5e2674b989,1
946-505 NetAssetValuePerShare,946-505,net-asset-value-per-share,23e94f9d35b95b4854497c391ce330d309e4326adb6af858ebfd1772a1f178af,10
946-505 OfferingCosts,946-505,offering-costs,ddc29e0e45a57e6fef0a37b7f74accdbf4feb5770ae1ede28e6a809471450c85,6
946-505 Record-ShareMethod,946-505,record-share-method,95dfe4c9a284d1814253b73b694d946d387676d9f126686d51fdd428342be046,1
946-505 Simultaneous-EquationsMethod,946-505,simultaneous-equations-method,51cea8ef6476d23ef229270892196f7117564569524bef142d4a703f61bfd308,1
946-605 Closed-endFunds,946-605,closed-end-funds,ad78d797f798ebecd6fd245cf79e6b1f20d46940917046c5667e963cc9ee5dc9,2
946-605 Front-endSalesFee,946-605,front-end-load,da669603daf6b14cd82cfcdf1d2113812ad015414b1ca5b5c25abc05d1fd4966,5
946-830 ForwardExchangeContract,946-830,forward-exchange-contract,7c7c9fac91327ae72ab3645fa0b8ad61e3c0c5372023b3841bd3454b7e30fa44,2
948-310 AffiliatedEntity,948-310,affiliated-entity,e052fb384532714da2c15ef76a2668088b9b6b9e95ef3bce349a049d342e1162,1
948-310 FederalHomeLoanMortgageCorporation,948-310,federal-home-loan-mortgage-corporation,7100b1119dbce261a525527d917ab3444d9c266d02d86c503a4b0c58960e0751,2
948-310 FederalNationalMortgageAssociation,948-310,federal-national-mortgage-association,b45b328291eed93637aa3128b0ee73beec74d5a60c755fdead57c3c7e580b319,2
948-310 GovernmentNationalMortgageAssociation,948-310,government-national-mortgage-association,598860b7797945ae0720dccbea425c444076e98d431653de9a964bd101dfbf48,4
948-310 InternalReserveMethod,948-310,internal-reserve-method,ca3be7f009a0c16c717d3678de30e7113328fce4b766c53131d88ac74e51629c,1
948-310 Mortgage-BackedSecurities,948-310,mortgage-backed-securities,e3fe620dd17c35665e4edaeff7bafe7c97c74620b69db1649122e8a89e91ab69,3
948-310 MortgageBankingEntity,948-310,mortgage-banking-entity,6529655ab86d39863c611a27c48136a7c7a3059675af7508856ba6bfca25b9cb,6
948-310 Originator_sAcquisitionCost,948-310,originator-s-acquisition-cost,dd89e38ca8364b1c4d1d1c3faa5a07a9d389a15de9815edabe1521a298a65b67,1
948-310 PermanentInvestor,948-310,permanent-investor,cf0b39a102802415971f8f1312b5d9ba261d42ba696f1957627d4710c25be799,4
948-310 UncommittedLoans,948-310,uncommitted-loans,de19cee90ddc70e8f561f1f1b5bb9983f3f09c57aa84ba4fc6607b925af94c92,1
